,url,address,title,area,bedrooms,bathrooms,garages,price,date
61,vivareal.com/imovel/apartamento-2-quartos-areias-bairros-sao-jose-com-garagem-66m2-venda-RS238000-id-2502546206/,"Rua Sebastiana Coutinho, 200 - Areias, São José - SC","Apartamento com 2 Quartos à Venda, 66m²
",66,2,2,1,238000,2021-04-28 
62,vivareal.com/imovel/apartamento-2-quartos-ponta-de-baixo-bairros-sao-jose-com-garagem-60m2-venda-RS199000-id-2514504678/,"Rua Frederico Afonso, 5764 - Ponta de Baixo, São José - SC","Apartamento com 2 Quartos à Venda, 60m²
",60,2,1,1,199000,2021-04-28 
63,vivareal.com/imovel/apartamento-2-quartos-kobrasol-bairros-sao-jose-com-garagem-75m2-venda-RS480000-id-2508417689/,"Rua Caetano José Ferreira, 387 - Kobrasol, São José - SC","Apartamento com 2 Quartos à Venda, 75m²
",75,2,2,1,480000,2021-04-28 
64,vivareal.com/imovel/apartamento-2-quartos-sao-jose-60m2-venda-RS185000-id-2515901224/,"Avenida Salvador Di Bernardi, 328 - Campinas, São José - SC","Apartamento com 2 Quartos à Venda, 60m²
",60,2,1,--,185000,2021-04-28 
66,vivareal.com/imovel/apartamento-3-quartos-nossa-senhora-do-rosario-bairros-sao-jose-com-garagem-61m2-venda-RS250000-id-2517739656/,"Rua João Nilo Morfim, 53 - Nossa Senhora do Rosário, São José - SC","Apartamento com 3 Quartos à Venda, 61m²
",61,3,1,1,250000,2021-04-28 
67,vivareal.com/imovel/apartamento-3-quartos-rocado-bairros-sao-jose-com-garagem-82m2-venda-RS480000-id-2517547485/,"Rua João Grumiche - Roçado, São José - SC","Apartamento com 3 Quartos à Venda, 82m²
",82,3,2,2,480000,2021-04-28 
68,vivareal.com/imovel/apartamento-2-quartos-barreiros-bairros-sao-jose-com-garagem-80m2-venda-RS372000-id-2453886787/,"Rua Santo Antônio - Barreiros, São José - SC","Apartamento com 2 Quartos à Venda, 80m²
",80,2,2,1,372000,2021-04-28 
69,vivareal.com/imovel/apartamento-3-quartos-campinas-bairros-sao-jose-com-garagem-95m2-venda-RS490000-id-2516036073/,"Avenida Governador Adolfo Konder, 20 - Campinas, São José - SC","Apartamento com 3 Quartos à Venda, 95m²
",95,3,1,1,490000,2021-04-28 
70,vivareal.com/imovel/apartamento-4-quartos-campinas-bairros-sao-jose-com-garagem-155m2-venda-RS1045000-id-2487630673/,"Campinas, São José - SC","Apartamento com 4 Quartos à Venda, 155m²
",155,4,2,2,1045000,2021-04-28 
71,vivareal.com/imovel/apartamento-2-quartos-jardim-cidade-de-florianopolis-bairros-sao-jose-com-garagem-66m2-venda-RS285000-id-2516563982/,"Rua Cândido Amaro Damásio, 1086 - Jardim Cidade de Florianópolis, São José - SC","Apartamento com 2 Quartos à Venda, 66m²
",66,2,1,1,285000,2021-04-28 
72,vivareal.com/imovel/apartamento-3-quartos-kobrasol-bairros-sao-jose-com-garagem-109m2-venda-RS395000-id-2516114072/,"Rua Delamar José da Silva, 327 - Kobrasol, São José - SC","Apartamento com 3 Quartos à Venda, 109m²
",109,3,2,1,395000,2021-04-28 
74,vivareal.com/imovel/apartamento-2-quartos-praia-comprida-bairros-sao-jose-com-garagem-64m2-venda-RS280000-id-2511494306/,"Rua Maria Helena Kretzer, 293 - Praia Comprida, São José - SC","Apartamento com 2 Quartos à Venda, 64m²
",64,2,1,1,280000,2021-04-28 
75,vivareal.com/imovel/apartamento-3-quartos-nossa-senhora-do-rosario-bairros-sao-jose-com-garagem-91m2-venda-RS330000-id-2476164073/,"Rua do Iano, 1900 - Nossa Senhora do Rosário, São José - SC","Apartamento com 3 Quartos à Venda, 91m²
",91,3,2,1,330000,2021-04-28 
76,vivareal.com/imovel/apartamento-2-quartos-estreito-bairros-sao-jose-com-garagem-73m2-venda-RS279000-id-2516230282/,"Rua Capitão Pedro Leite, 171 - Estreito, São José - SC","Apartamento com 2 Quartos à Venda, 73m²
",73,2,1,1,279000,2021-04-28 
77,vivareal.com/imovel/apartamento-1-quartos-kobrasol-bairros-sao-jose-com-garagem-55m2-venda-RS189000-id-2509925586/,"Rua Antônio Scherer - Kobrasol, São José - SC","Apartamento com  Quarto à Venda, 55m²
",55,1,1,1,189000,2021-04-28 
78,vivareal.com/imovel/apartamento-3-quartos-barreiros-bairros-sao-jose-com-garagem-103m2-venda-RS600000-id-2512194291/,"Rua Antônio Basil Schroeder - Barreiros, São José - SC","Apartamento com 3 Quartos à Venda, 103m²
",103,3,2,2,600000,2021-04-28 
79,vivareal.com/imovel/apartamento-3-quartos-barreiros-bairros-sao-jose-com-garagem-79m2-venda-RS440000-id-2515382677/,"Rua Santo Antônio, 1200 - Barreiros, São José - SC","Apartamento com 3 Quartos à Venda, 79m²
",79,3,2,2,440000,2021-04-28 
81,vivareal.com/imovel/apartamento-2-quartos-kobrasol-bairros-sao-jose-com-garagem-75m2-venda-RS479000-id-2508417874/,"Rua Caetano José Ferreira, 387 - Kobrasol, São José - SC","Apartamento com 2 Quartos à Venda, 75m²
",75,2,2,1,479000,2021-04-28 
82,vivareal.com/imovel/apartamento-2-quartos-praia-comprida-bairros-sao-jose-com-garagem-71m2-venda-RS250000-id-2514039795/,"Rua Alcides S. Coelho, 390 - Praia Comprida, São José - SC","Apartamento com 2 Quartos à Venda, 71m²
",71,2,2,1,250000,2021-04-28 
83,vivareal.com/imovel/apartamento-3-quartos-areias-bairros-sao-jose-com-garagem-77m2-venda-RS339000-id-2509690777/,"Rua São Pedro, 1403 - Areias, São José - SC","Apartamento com 3 Quartos à Venda, 77m²
",77,3,2,1,339000,2021-04-28 
84,vivareal.com/imovel/apartamento-3-quartos-kobrasol-bairros-sao-jose-com-garagem-120m2-venda-RS790000-id-2512932077/,"Rua Brasilpinho - Kobrasol, São José - SC","Apartamento com 3 Quartos à Venda, 120m²
",120,3,4,2,790000,2021-04-28 
85,vivareal.com/imovel/apartamento-3-quartos-barreiros-bairros-sao-jose-com-garagem-96m2-venda-RS398000-id-2517194099/,"Rua Coronel Américo, 0 - Barreiros, São José - SC","Apartamento com 3 Quartos à Venda, 96m²
",96,3,3,1,398000,2021-04-28 
86,vivareal.com/imovel/apartamento-3-quartos-barreiros-bairros-sao-jose-com-garagem-80m2-venda-RS460000-id-2508443515/,"Rua Santo Antônio, 855 - Barreiros, São José - SC","Apartamento com 3 Quartos à Venda, 80m²
",80,3,2,2,460000,2021-04-28 
88,vivareal.com/imovel/apartamento-3-quartos-sao-jose-com-garagem-110m2-venda-RS425000-id-2515902490/,"Rua Irmãos Vieira, 300 - Campinas, São José - SC","Apartamento com 3 Quartos à Venda, 110m²
",110,3,2,1,425000,2021-04-28 
89,vivareal.com/imovel/apartamento-4-quartos-barreiros-bairros-sao-jose-com-garagem-124m2-venda-RS468000-id-2512398187/,"Rua Virgilino Ferreira de Souza, 206 - Barreiros, São José - SC","Apartamento com 4 Quartos à Venda, 124m²
",124,4,3,2,468000,2021-04-28 
90,vivareal.com/imovel/apartamento-2-quartos-campinas-bairros-sao-jose-com-garagem-106m2-venda-RS599000-id-2513136373/,"Rua Elizeu Di Bernardi, 901 - Campinas, São José - SC","Apartamento com 2 Quartos à Venda, 106m²
",106,2,2,1,599000,2021-04-28 
91,vivareal.com/imovel/apartamento-2-quartos-jardim-cidade-de-florianopolis-bairros-sao-jose-com-garagem-67m2-venda-RS350000-id-2516697773/,"Rua Pedro Bunn, 1106 - Jardim Cidade de Florianópolis, São José - SC","Apartamento com 2 Quartos à Venda, 67m²
",67,2,2,1,350000,2021-04-28 
92,vivareal.com/imovel/apartamento-2-quartos-areias-bairros-sao-jose-com-garagem-66m2-venda-RS238000-id-2492038245/,"Rua Maria Justina Cunha, 1403 - Areias, São José - SC","Apartamento com 2 Quartos à Venda, 66m²
",66,2,2,1,238000,2021-04-28 
93,vivareal.com/imovel/apartamento-3-quartos-areias-bairros-sao-jose-com-garagem-80m2-venda-RS270000-id-2516213521/,"Rua Augusto Jorge Brüggemann - Areias, São José - SC","Apartamento com 3 Quartos à Venda, 80m²
",80,3,1,1,270000,2021-04-28 
95,vivareal.com/imovel/apartamento-2-quartos-kobrasol-bairros-sao-jose-com-garagem-67m2-venda-RS380000-id-2512989728/,"Rua João Correia Sobrinho - Kobrasol, São José - SC","Apartamento com 2 Quartos à Venda, 67m²
",67,2,2,1,380000,2021-04-28 
96,vivareal.com/imovel/apartamento-3-quartos-campinas-bairros-sao-jose-com-garagem-122m2-venda-RS780000-id-2487630578/,"Campinas, São José - SC","Apartamento com 3 Quartos à Venda, 122m²
",122,3,1,2,780000,2021-04-28 
97,vivareal.com/imovel/apartamento-3-quartos-campinas-bairros-sao-jose-com-garagem-108m2-venda-RS595000-id-2513245355/,"Avenida Brigadeiro da Silva Paes, 85 - Campinas, São José - SC","Apartamento com 3 Quartos à Venda, 108m²
",108,3,2,1,595000,2021-04-28 
98,vivareal.com/imovel/apartamento-3-quartos-jardim-cidade-de-florianopolis-bairros-sao-jose-com-garagem-95m2-venda-RS468000-id-2516674326/,"Rua Célio Veiga - Jardim Cidade de Florianópolis, São José - SC","Apartamento com 3 Quartos à Venda, 95m²
",95,3,2,1,468000,2021-04-28 
99,vivareal.com/imovel/apartamento-3-quartos-rocado-bairros-sao-jose-com-garagem-88m2-venda-RS320000-id-2516561405/,"Rua Gerônimo Coelho - Roçado, São José - SC","Apartamento com 3 Quartos à Venda, 88m²
",88,3,2,1,320000,2021-04-28 
100,vivareal.com/imovel/apartamento-2-quartos-campinas-bairros-sao-jose-com-garagem-94m2-venda-RS580000-id-2486937400/,"Campinas, São José - SC","Apartamento com 2 Quartos à Venda, 94m²
",94,2,1,1,580000,2021-04-28 
102,vivareal.com/imovel/apartamento-3-quartos-campinas-bairros-sao-jose-com-garagem-113m2-venda-RS583000-id-2517759582/,"Avenida Salvador Di Bernardi, 430 - Campinas, São José - SC","Apartamento com 3 Quartos à Venda, 113m²
",113,3,2,2,583000,2021-04-28 
103,vivareal.com/imovel/apartamento-3-quartos-campinas-bairros-sao-jose-com-garagem-126m2-venda-RS495000-id-2516559121/,"Rua Osni João Vieira, 615 - Campinas, São José - SC","Apartamento com 3 Quartos à Venda, 126m²
",126,3,3,1,495000,2021-04-28 
104,vivareal.com/imovel/apartamento-3-quartos-areias-bairros-sao-jose-com-garagem-76m2-venda-RS339000-id-2491085581/,"Rua Maria Justina Cunha, 1406 - Areias, São José - SC","Apartamento com 3 Quartos à Venda, 76m²
",76,3,2,1,339000,2021-04-28 
105,vivareal.com/imovel/apartamento-2-quartos-campinas-bairros-sao-jose-75m2-venda-RS293000-id-2495592237/,"Rua Vereador Mário Coelho Pires, 701 - Campinas, São José - SC","Apartamento com 2 Quartos à Venda, 75m²
",75,2,1,--,293000,2021-04-28 
106,vivareal.com/imovel/apartamento-3-quartos-campinas-bairros-sao-jose-116m2-venda-RS375000-id-2516045414/,"Campinas, São José - SC","Apartamento com 3 Quartos à Venda, 116m²
",116,3,2,--,375000,2021-04-28 
107,vivareal.com/imovel/apartamento-3-quartos-kobrasol-bairros-sao-jose-com-garagem-150m2-venda-RS745000-id-2516225781/,"Rua Altamiro Di Bernardi - Kobrasol, São José - SC","Apartamento com 3 Quartos à Venda, 150m²
",150,3,2,2,745000,2021-04-28 
108,vivareal.com/imovel/apartamento-2-quartos-barreiros-bairros-sao-jose-com-garagem-75m2-venda-RS169500-id-2517117670/,"Rua Belarmino José da Silva, 45 - Barreiros, São José - SC","Apartamento com 2 Quartos à Venda, 75m²
",75,2,1,2,169500,2021-04-28 
110,vivareal.com/imovel/apartamento-3-quartos-kobrasol-bairros-sao-jose-com-garagem-136m2-venda-RS895000-id-2493045641/,"Rua Antônio Scherer, 579 - Kobrasol, São José - SC","Apartamento com 3 Quartos à Venda, 136m²
",136,3,3,2,895000,2021-04-28 
111,vivareal.com/imovel/apartamento-3-quartos-floresta-bairros-sao-jose-com-garagem-136m2-venda-RS720000-id-2516964414/,"Rua Osvaldo Corrêa de Andrade - Floresta, São José - SC","Apartamento com 3 Quartos à Venda, 136m²
",136,3,3,2,720000,2021-04-28 
112,vivareal.com/imovel/apartamento-2-quartos-jardim-cidade-de-florianopolis-bairros-sao-jose-52m2-venda-RS150000-id-2517338574/,"Jardim Cidade de Florianópolis, São José - SC","Apartamento com 2 Quartos à Venda, 52m²
",52,2,1,--,150000,2021-04-28 
113,vivareal.com/imovel/apartamento-2-quartos-kobrasol-bairros-sao-jose-com-garagem-80m2-venda-RS531900-id-2511391024/,"Rua Jomilda Camargo da Cunha - Kobrasol, São José - SC","Apartamento com 2 Quartos à Venda, 80m²
",80,2,2,2,531900,2021-04-28 
114,vivareal.com/imovel/apartamento-3-quartos-campinas-bairros-sao-jose-com-garagem-130m2-venda-RS1200000-id-2515593706/,"Avenida Marechal Castelo Branco, 407 - Campinas, São José - SC","Apartamento com 3 Quartos à Venda, 130m²
",130,3,2,2,1200000,2021-04-28 
115,vivareal.com/imovel/apartamento-2-quartos-kobrasol-bairros-sao-jose-75m2-venda-RS280000-id-2512694270/,"Rua Emerson Ferrari, 28 - Kobrasol, São José - SC","Apartamento com 2 Quartos à Venda, 75m²
",75,2,1,--,280000,2021-04-28 
